ria_id,titulo,tipo_publicacao,departamento,data_publicacao,ano_publicacao,autores_numero,downloads,citacoes,licenca_acesso
RIA00575,Publicação Científica 0575,Artigo,DBIO,2019-12-22,2019,2,1913,396,Open Access
RIA00576,Publicação Científica 0576,Artigo,DETI,2019-01-25,2019,1,2632,240,Open Access
RIA00577,Publicação Científica 0577,Artigo,DBIO,2022-12-02,2022,7,4709,347,Embargado
RIA00578,Publicação Científica 0578,Artigo,DGEO,2019-10-02,2019,1,7131,151,Open Access
RIA00579,Publicação Científica 0579,Capítulo,DCM,2019-11-29,2019,5,8040,37,Open Access
RIA00580,Publicação Científica 0580,Tese,DGEO,2024-10-27,2024,6,11239,348,Restrito
RIA00581,Publicação Científica 0581,Tese,DBIO,2020-08-31,2020,4,11540,343,Restrito
RIA00582,Publicação Científica 0582,Artigo,DF,2025-11-24,2025,6,4901,40,Embargado
RIA00583,Publicação Científica 0583,Tese,DLC,2022-11-16,2022,1,6869,343,Open Access
RIA00584,Publicação Científica 0584,Artigo,DMAT,2025-10-04,2025,7,8260,405,Restrito
RIA00585,Publicação Científica 0585,Artigo,DCM,2018-05-08,2018,3,6959,354,Restrito
RIA00586,Publicação Científica 0586,Capítulo,DEGEIT,2021-12-14,2021,7,2235,184,Restrito
RIA00587,Publicação Científica 0587,Artigo,DEGEIT,2025-06-13,2025,3,9314,200,Embargado
RIA00588,Publicação Científica 0588,Artigo,DETI,2018-02-03,2018,7,1608,330,Restrito
RIA00589,Publicação Científica 0589,Tese,DEGEIT,2021-01-04,2021,6,4954,62,Open Access
RIA00590,Publicação Científica 0590,Artigo,DF,2024-03-10,2024,7,2548,250,Open Access
RIA00591,Publicação Científica 0591,Artigo,DETI,2021-05-14,2021,8,2092,120,Restrito
RIA00592,Publicação Científica 0592,Artigo,DF,2022-06-26,2022,7,10194,96,Open Access
RIA00593,Publicação Científica 0593,Artigo,DEP,2022-02-17,2022,2,9832,387,Open Access
RIA00594,Publicação Científica 0594,Artigo,DQ,2024-11-08,2024,5,7461,163,Restrito
RIA00595,Publicação Científica 0595,Tese,DCM,2020-11-14,2020,1,6459,262,Open Access
RIA00596,Publicação Científica 0596,Artigo,DETI,2018-10-15,2018,1,11185,440,Open Access
RIA00597,Publicação Científica 0597,Tese,DF,2021-03-04,2021,7,11902,131,Restrito
RIA00598,Publicação Científica 0598,Artigo,DLC,2023-04-20,2023,5,5852,425,Open Access
RIA00599,Publicação Científica 0599,Artigo,DETI,2023-06-01,2023,1,6439,355,Embargado
RIA00600,Publicação Científica 0600,Artigo,DCM,2025-11-13,2025,1,1198,123,Embargado
RIA00601,Publicação Científica 0601,Artigo,DF,2024-09-27,2024,3,1138,291,Embargado
RIA00602,Publicação Científica 0602,Artigo,DGEO,2025-09-23,2025,2,5253,275,Open Access
RIA00603,Publicação Científica 0603,Artigo,DEP,2023-10-19,2023,9,4387,396,Open Access
RIA00604,Publicação Científica 0604,Artigo,DLC,2018-12-17,2018,3,3489,21,Restrito
RIA00605,Publicação Científica 0605,Dissertação,DF,2022-06-26,2022,6,7332,338,Embargado
RIA00606,Publicação Científica 0606,Artigo,DQ,2024-11-30,2024,2,10446,400,Embargado
RIA00607,Publicação Científica 0607,Artigo,DEP,2023-02-02,2023,5,10519,41,Embargado
RIA00608,Publicação Científica 0608,Tese,DEGEIT,2022-04-26,2022,7,5590,376,Open Access
RIA00609,Publicação Científica 0609,Artigo,DEP,2025-04-23,2025,1,9481,395,Open Access
RIA00610,Publicação Científica 0610,Artigo,DEGEIT,2019-05-20,2019,1,6071,450,Embargado
RIA00611,Publicação Científica 0611,Artigo,DEP,2020-08-18,2020,1,11386,327,Open Access
RIA00612,Publicação Científica 0612,Tese,DETI,2019-07-04,2019,3,3217,354,Open Access
RIA00613,Publicação Científica 0613,Artigo,DCM,2023-09-21,2023,2,11301,99,Restrito
RIA00614,Publicação Científica 0614,Dissertação,DF,2018-10-09,2018,4,8428,259,Open Access
RIA00615,Publicação Científica 0615,Artigo,DEGEIT,2019-01-26,2019,1,5110,162,Open Access
RIA00616,Publicação Científica 0616,Artigo,DCM,2020-05-04,2020,1,8030,352,Restrito
RIA00617,Publicação Científica 0617,Artigo,DLC,2023-04-15,2023,8,10264,101,Embargado
RIA00618,Publicação Científica 0618,Artigo,DQ,2022-03-28,2022,4,3244,29,Open Access
RIA00619,Publicação Científica 0619,Artigo,DMAT,2021-08-17,2021,3,10767,315,Embargado
RIA00620,Publicação Científica 0620,Dissertação,DEP,2018-01-08,2018,2,4550,398,Restrito
RIA00621,Publicação Científica 0621,Dissertação,DETI,2020-01-16,2020,3,8609,222,Restrito
RIA00622,Publicação Científica 0622,Tese,DEP,2019-03-15,2019,7,9302,248,Embargado
RIA00623,Publicação Científica 0623,Tese,DQ,2020-09-13,2020,7,4166,130,Open Access
RIA00624,Publicação Científica 0624,Dissertação,DGEO,2022-10-29,2022,5,2221,349,Open Access
RIA00625,Publicação Científica 0625,Artigo,DGEO,2024-12-10,2024,4,11301,375,Embargado
RIA00626,Publicação Científica 0626,Artigo,DBIO,2018-09-03,2018,2,4820,44,Restrito
RIA00627,Publicação Científica 0627,Artigo,DBIO,2023-12-07,2023,8,11949,375,Restrito
RIA00628,Publicação Científica 0628,Artigo,DQ,2023-02-10,2023,5,3204,280,Embargado
RIA00629,Publicação Científica 0629,Artigo,DGEO,2025-06-25,2025,6,4157,38,Embargado
RIA00630,Publicação Científica 0630,Artigo,DF,2019-11-05,2019,8,2314,285,Open Access
RIA00631,Publicação Científica 0631,Artigo,DBIO,2023-03-30,2023,1,4299,277,Embargado
RIA00632,Publicação Científica 0632,Capítulo,DEGEIT,2019-01-01,2019,7,11331,263,Embargado
RIA00633,Publicação Científica 0633,Tese,DLC,2020-09-26,2020,8,7624,57,Embargado
RIA00634,Publicação Científica 0634,Artigo,DMAT,2024-08-30,2024,5,4957,369,Embargado
RIA00635,Publicação Científica 0635,Tese,DQ,2021-04-22,2021,1,3218,264,Open Access
RIA00636,Publicação Científica 0636,Artigo,DQ,2024-11-10,2024,5,92,314,Embargado
RIA00637,Publicação Científica 0637,Artigo,DEP,2024-04-07,2024,7,3215,395,Restrito
RIA00638,Publicação Científica 0638,Artigo,DCM,2022-04-03,2022,2,9789,190,Open Access
RIA00639,Publicação Científica 0639,Artigo,DGEO,2021-02-18,2021,9,9500,43,Restrito
RIA00640,Publicação Científica 0640,Artigo,DEP,2024-07-11,2024,9,10863,148,Open Access
RIA00641,Publicação Científica 0641,Tese,DETI,2024-10-16,2024,6,3316,39,Open Access
RIA00642,Publicação Científica 0642,Artigo,DGEO,2019-11-13,2019,5,4982,381,Embargado
RIA00643,Publicação Científica 0643,Tese,DBIO,2023-09-29,2023,5,3127,293,Embargado
RIA00644,Publicação Científica 0644,Tese,DGEO,2018-11-30,2018,6,9431,306,Embargado
RIA00645,Publicação Científica 0645,Dissertação,DF,2019-08-20,2019,5,6709,156,Open Access
RIA00646,Publicação Científica 0646,Artigo,DEP,2020-09-30,2020,8,5668,277,Open Access
RIA00647,Publicação Científica 0647,Dissertação,DBIO,2018-09-22,2018,3,6376,405,Open Access
RIA00648,Publicação Científica 0648,Capítulo,DF,2024-09-01,2024,1,2918,433,Embargado
RIA00649,Publicação Científica 0649,Artigo,DMAT,2019-02-13,2019,4,565,115,Restrito
RIA00650,Publicação Científica 0650,Relatório,DLC,2018-02-14,2018,8,5806,183,Restrito
RIA00651,Publicação Científica 0651,Artigo,DMAT,2021-02-16,2021,5,8715,213,Embargado
RIA00652,Publicação Científica 0652,Dissertação,DBIO,2022-01-06,2022,1,1770,439,Open Access
RIA00653,Publicação Científica 0653,Capítulo,DGEO,2024-03-19,2024,4,9827,208,Restrito
RIA00654,Publicação Científica 0654,Capítulo,DBIO,2019-05-14,2019,3,9205,381,Open Access
RIA00655,Publicação Científica 0655,Dissertação,DLC,2020-01-29,2020,8,4582,183,Restrito
RIA00656,Publicação Científica 0656,Artigo,DBIO,2018-10-01,2018,1,9656,150,Embargado
RIA00657,Publicação Científica 0657,Relatório,DETI,2022-10-12,2022,4,5830,101,Restrito
RIA00658,Publicação Científica 0658,Artigo,DGEO,2022-09-10,2022,2,5771,96,Embargado
RIA00659,Publicação Científica 0659,Artigo,DGEO,2022-02-11,2022,3,9553,80,Open Access
RIA00660,Publicação Científica 0660,Artigo,DCM,2018-07-09,2018,4,5465,288,Open Access
RIA00661,Publicação Científica 0661,Artigo,DBIO,2021-01-23,2021,7,8103,21,Restrito
RIA00662,Publicação Científica 0662,Tese,DEGEIT,2024-08-06,2024,3,337,403,Open Access
RIA00663,Publicação Científica 0663,Artigo,DQ,2021-12-31,2021,5,6391,333,Restrito
RIA00664,Publicação Científica 0664,Capítulo,DQ,2018-12-11,2018,7,1792,264,Embargado
RIA00665,Publicação Científica 0665,Artigo,DEGEIT,2023-03-09,2023,7,10411,90,Restrito
RIA00666,Publicação Científica 0666,Artigo,DMAT,2019-03-26,2019,3,3081,240,Open Access
RIA00667,Publicação Científica 0667,Capítulo,DCM,2019-08-30,2019,8,2472,263,Open Access
RIA00668,Publicação Científica 0668,Artigo,DEP,2020-03-26,2020,1,8505,310,Restrito
RIA00669,Publicação Científica 0669,Dissertação,DF,2018-09-06,2018,5,2602,304,Embargado
RIA00670,Publicação Científica 0670,Artigo,DETI,2018-08-22,2018,3,10523,308,Embargado
RIA00671,Publicação Científica 0671,Tese,DEP,2025-04-26,2025,8,10424,168,Restrito
RIA00672,Publicação Científica 0672,Artigo,DQ,2025-04-22,2025,3,5056,314,Embargado
RIA00673,Publicação Científica 0673,Artigo,DLC,2024-06-12,2024,4,6594,155,Restrito
RIA00674,Publicação Científica 0674,Artigo,DQ,2025-08-15,2025,9,4767,273,Open Access
RIA00675,Publicação Científica 0675,Artigo,DCM,2019-12-08,2019,8,3204,33,Embargado
RIA00676,Publicação Científica 0676,Tese,DQ,2023-04-04,2023,2,5237,179,Restrito
RIA00677,Publicação Científica 0677,Relatório,DCM,2025-03-13,2025,3,10825,54,Open Access
RIA00678,Publicação Científica 0678,Artigo,DF,2020-01-11,2020,4,11531,251,Embargado
RIA00679,Publicação Científica 0679,Tese,DQ,2019-12-28,2019,8,5641,387,Embargado
RIA00680,Publicação Científica 0680,Artigo,DQ,2018-09-19,2018,3,11045,312,Embargado
RIA00681,Publicação Científica 0681,Dissertação,DF,2019-06-04,2019,7,2423,49,Embargado
RIA00682,Publicação Científica 0682,Artigo,DGEO,2021-12-12,2021,7,2171,43,Open Access
RIA00683,Publicação Científica 0683,Dissertação,DETI,2022-01-19,2022,3,3910,108,Embargado
RIA00684,Publicação Científica 0684,Capítulo,DEGEIT,2024-03-20,2024,9,9781,430,Open Access
RIA00685,Publicação Científica 0685,Artigo,DLC,2024-02-23,2024,5,162,280,Open Access
RIA00686,Publicação Científica 0686,Artigo,DETI,2024-08-31,2024,2,9535,300,Open Access
RIA00687,Publicação Científica 0687,Relatório,DGEO,2018-11-20,2018,4,9370,350,Open Access
RIA00688,Publicação Científica 0688,Artigo,DEGEIT,2025-05-07,2025,6,4196,224,Restrito
RIA00689,Publicação Científica 0689,Artigo,DETI,2019-11-04,2019,6,7517,281,Open Access
RIA00690,Publicação Científica 0690,Artigo,DF,2021-02-04,2021,8,2978,339,Embargado
RIA00691,Publicação Científica 0691,Artigo,DEGEIT,2019-08-03,2019,1,11098,161,Open Access
RIA00692,Publicação Científica 0692,Artigo,DCM,2021-12-21,2021,8,5978,182,Restrito
RIA00693,Publicação Científica 0693,Artigo,DGEO,2021-04-25,2021,6,2523,398,Embargado
RIA00694,Publicação Científica 0694,Artigo,DBIO,2022-10-20,2022,2,11375,95,Open Access
RIA00695,Publicação Científica 0695,Artigo,DQ,2026-03-22,2026,6,3045,408,Open Access
RIA00696,Publicação Científica 0696,Artigo,DQ,2019-03-25,2019,4,7828,443,Open Access
RIA00697,Publicação Científica 0697,Tese,DMAT,2018-08-23,2018,8,3973,33,Restrito
RIA00698,Publicação Científica 0698,Capítulo,DBIO,2021-04-17,2021,3,4087,76,Embargado
RIA00699,Publicação Científica 0699,Artigo,DBIO,2018-09-17,2018,8,9200,299,Restrito
RIA00700,Publicação Científica 0700,Artigo,DQ,2026-02-10,2026,5,2826,372,Embargado
RIA00701,Publicação Científica 0701,Artigo,DEP,2023-05-04,2023,8,3253,427,Open Access
RIA00702,Publicação Científica 0702,Artigo,DEGEIT,2021-03-22,2021,3,10852,292,Open Access
RIA00703,Publicação Científica 0703,Relatório,DEGEIT,2018-02-13,2018,1,2816,32,Restrito
RIA00704,Publicação Científica 0704,Dissertação,DMAT,2022-01-13,2022,9,1697,72,Embargado
RIA00705,Publicação Científica 0705,Artigo,DF,2019-03-05,2019,5,5795,347,Embargado
RIA00706,Publicação Científica 0706,Tese,DLC,2022-05-16,2022,5,6240,179,Embargado
RIA00707,Publicação Científica 0707,Relatório,DMAT,2021-12-10,2021,7,2957,386,Embargado
RIA00708,Publicação Científica 0708,Dissertação,DEGEIT,2018-07-05,2018,4,5074,150,Restrito
RIA00709,Publicação Científica 0709,Artigo,DEGEIT,2020-02-19,2020,4,807,347,Embargado
RIA00710,Publicação Científica 0710,Artigo,DETI,2024-03-17,2024,1,8715,185,Open Access
RIA00711,Publicação Científica 0711,Artigo,DLC,2023-01-24,2023,7,953,33,Restrito
RIA00712,Publicação Científica 0712,Artigo,DEP,2021-05-28,2021,9,4551,284,Embargado
RIA00713,Publicação Científica 0713,Artigo,DETI,2024-02-21,2024,6,1447,445,Embargado
RIA00714,Publicação Científica 0714,Artigo,DMAT,2026-03-13,2026,8,9205,393,Embargado
RIA00715,Publicação Científica 0715,Artigo,DGEO,2025-04-16,2025,9,9725,238,Open Access
RIA00716,Publicação Científica 0716,Relatório,DGEO,2020-02-10,2020,8,5957,255,Restrito
RIA00717,Publicação Científica 0717,Tese,DGEO,2022-05-13,2022,9,6363,192,Restrito
RIA00718,Publicação Científica 0718,Relatório,DBIO,2025-01-24,2025,4,583,337,Embargado
RIA00719,Publicação Científica 0719,Tese,DLC,2025-07-08,2025,1,6805,429,Restrito
RIA00720,Publicação Científica 0720,Tese,DLC,2025-09-09,2025,3,9376,276,Open Access
RIA00721,Publicação Científica 0721,Artigo,DEGEIT,2025-12-30,2025,4,7247,257,Restrito
RIA00722,Publicação Científica 0722,Dissertação,DEGEIT,2021-08-20,2021,9,1113,324,Embargado
RIA00723,Publicação Científica 0723,Relatório,DCM,2025-06-12,2025,4,6344,170,Embargado
RIA00724,Publicação Científica 0724,Artigo,DLC,2023-05-22,2023,5,963,306,Embargado
RIA00725,Publicação Científica 0725,Artigo,DLC,2022-07-24,2022,8,4260,212,Open Access
RIA00726,Publicação Científica 0726,Dissertação,DEP,2019-06-20,2019,7,9127,264,Open Access
RIA00727,Publicação Científica 0727,Artigo,DMAT,2019-10-03,2019,1,4600,448,Open Access
RIA00728,Publicação Científica 0728,Artigo,DBIO,2025-05-01,2025,2,7985,381,Embargado
RIA00729,Publicação Científica 0729,Tese,DF,2021-05-02,2021,4,6370,128,Embargado
RIA00730,Publicação Científica 0730,Artigo,DGEO,2023-06-25,2023,3,704,87,Open Access
RIA00731,Publicação Científica 0731,Dissertação,DGEO,2023-09-21,2023,7,8671,231,Embargado
RIA00732,Publicação Científica 0732,Tese,DQ,2019-07-31,2019,8,813,225,Restrito
RIA00733,Publicação Científica 0733,Artigo,DLC,2024-12-15,2024,3,2890,182,Open Access
RIA00734,Publicação Científica 0734,Dissertação,DBIO,2022-06-26,2022,3,864,199,Open Access
RIA00735,Publicação Científica 0735,Tese,DBIO,2019-04-28,2019,3,6656,127,Embargado
RIA00736,Publicação Científica 0736,Artigo,DETI,2023-05-19,2023,6,11783,218,Embargado
RIA00737,Publicação Científica 0737,Artigo,DETI,2026-02-07,2026,7,10953,136,Restrito
RIA00738,Publicação Científica 0738,Dissertação,DETI,2026-01-01,2026,8,7108,429,Embargado
RIA00739,Publicação Científica 0739,Dissertação,DGEO,2020-11-30,2020,9,9020,192,Embargado
RIA00740,Publicação Científica 0740,Capítulo,DEGEIT,2021-10-02,2021,9,9134,294,Embargado
RIA00741,Publicação Científica 0741,Artigo,DF,2022-09-17,2022,2,3202,187,Embargado
RIA00742,Publicação Científica 0742,Relatório,DEGEIT,2022-08-05,2022,8,11741,143,Restrito
RIA00743,Publicação Científica 0743,Artigo,DQ,2026-03-31,2026,2,1888,359,Restrito
RIA00744,Publicação Científica 0744,Artigo,DLC,2020-06-29,2020,8,5787,307,Restrito
RIA00745,Publicação Científica 0745,Tese,DGEO,2025-02-24,2025,5,2196,12,Open Access
RIA00746,Publicação Científica 0746,Artigo,DGEO,2024-12-26,2024,4,6814,58,Open Access
RIA00747,Publicação Científica 0747,Artigo,DF,2024-03-21,2024,6,5473,398,Open Access
RIA00748,Publicação Científica 0748,Artigo,DF,2023-09-06,2023,9,1778,333,Open Access
RIA00749,Publicação Científica 0749,Artigo,DLC,2022-02-03,2022,2,920,208,Restrito
RIA00750,Publicação Científica 0750,Artigo,DMAT,2020-12-08,2020,3,3612,260,Open Access
RIA00751,Publicação Científica 0751,Relatório,DMAT,2024-02-05,2024,7,4710,430,Restrito
RIA00752,Publicação Científica 0752,Artigo,DQ,2019-01-07,2019,7,2509,276,Restrito
RIA00753,Publicação Científica 0753,Capítulo,DGEO,2024-12-05,2024,6,7869,337,Restrito
RIA00754,Publicação Científica 0754,Tese,DEP,2025-09-01,2025,4,4831,236,Restrito
RIA00755,Publicação Científica 0755,Artigo,DEGEIT,2024-02-08,2024,9,698,117,Restrito
RIA00756,Publicação Científica 0756,Dissertação,DBIO,2020-07-18,2020,7,1278,393,Restrito
RIA00757,Publicação Científica 0757,Dissertação,DBIO,2025-07-30,2025,6,7145,158,Open Access
RIA00758,Publicação Científica 0758,Tese,DBIO,2020-09-30,2020,6,1102,164,Embargado
RIA00759,Publicação Científica 0759,Artigo,DBIO,2022-12-09,2022,5,5175,18,Restrito
RIA00760,Publicação Científica 0760,Artigo,DGEO,2021-04-05,2021,1,8585,234,Open Access
RIA00761,Publicação Científica 0761,Artigo,DEGEIT,2023-02-18,2023,5,9412,246,Embargado
RIA00762,Publicação Científica 0762,Artigo,DGEO,2019-09-16,2019,3,10932,320,Embargado
RIA00763,Publicação Científica 0763,Artigo,DMAT,2025-12-29,2025,1,8375,133,Embargado
RIA00764,Publicação Científica 0764,Artigo,DBIO,2022-10-06,2022,2,4808,235,Restrito
RIA00765,Publicação Científica 0765,Artigo,DLC,2025-09-06,2025,8,6626,214,Restrito
RIA00766,Publicação Científica 0766,Artigo,DETI,2023-09-03,2023,1,10222,5,Open Access
RIA00767,Publicação Científica 0767,Artigo,DLC,2018-04-08,2018,3,1549,400,Restrito
RIA00768,Publicação Científica 0768,Dissertação,DGEO,2018-03-12,2018,6,6785,316,Open Access
RIA00769,Publicação Científica 0769,Artigo,DLC,2018-07-07,2018,5,6679,316,Embargado
RIA00770,Publicação Científica 0770,Capítulo,DQ,2023-09-15,2023,1,5140,442,Open Access
RIA00771,Publicação Científica 0771,Tese,DLC,2018-07-27,2018,3,5891,176,Open Access
RIA00772,Publicação Científica 0772,Artigo,DCM,2025-05-13,2025,9,4631,433,Open Access
RIA00773,Publicação Científica 0773,Artigo,DEGEIT,2020-11-30,2020,2,2647,40,Restrito
RIA00774,Publicação Científica 0774,Artigo,DCM,2025-09-27,2025,5,4721,10,Restrito
RIA00775,Publicação Científica 0775,Artigo,DETI,2019-09-27,2019,9,5493,5,Restrito
RIA00776,Publicação Científica 0776,Artigo,DF,2021-05-10,2021,5,3464,87,Embargado
RIA00777,Publicação Científica 0777,Artigo,DGEO,2020-02-07,2020,2,824,103,Embargado
RIA00778,Publicação Científica 0778,Artigo,DBIO,2018-05-14,2018,4,6628,312,Embargado
RIA00779,Publicação Científica 0779,Relatório,DEGEIT,2022-04-23,2022,1,10508,145,Open Access
RIA00780,Publicação Científica 0780,Tese,DBIO,2018-09-23,2018,7,9665,358,Restrito
RIA00781,Publicação Científica 0781,Artigo,DEP,2020-01-31,2020,5,10005,164,Embargado
RIA00782,Publicação Científica 0782,Artigo,DF,2019-11-21,2019,7,11554,312,Open Access
RIA00783,Publicação Científica 0783,Relatório,DCM,2018-02-21,2018,9,6772,135,Embargado
RIA00784,Publicação Científica 0784,Capítulo,DF,2025-05-15,2025,2,826,21,Restrito
RIA00785,Publicação Científica 0785,Tese,DLC,2026-03-03,2026,2,1428,189,Restrito
RIA00786,Publicação Científica 0786,Artigo,DBIO,2025-12-22,2025,9,4451,198,Embargado
RIA00787,Publicação Científica 0787,Artigo,DQ,2022-05-25,2022,5,2672,440,Restrito
RIA00788,Publicação Científica 0788,Artigo,DLC,2025-05-23,2025,9,6942,62,Open Access
RIA00789,Publicação Científica 0789,Tese,DETI,2021-11-07,2021,2,1573,335,Open Access
RIA00790,Publicação Científica 0790,Dissertação,DLC,2020-10-01,2020,2,9594,244,Open Access
RIA00791,Publicação Científica 0791,Capítulo,DETI,2018-12-21,2018,7,2525,224,Embargado
RIA00792,Publicação Científica 0792,Artigo,DCM,2022-01-01,2022,1,6050,224,Open Access
RIA00793,Publicação Científica 0793,Relatório,DEP,2019-11-19,2019,6,6460,136,Embargado
RIA00794,Publicação Científica 0794,Artigo,DF,2018-12-29,2018,2,8977,372,Restrito
RIA00795,Publicação Científica 0795,Tese,DETI,2021-06-20,2021,2,7358,233,Open Access
RIA00796,Publicação Científica 0796,Relatório,DQ,2025-06-04,2025,1,10566,21,Open Access
RIA00797,Publicação Científica 0797,Tese,DMAT,2023-09-18,2023,2,6246,13,Open Access
RIA00798,Publicação Científica 0798,Capítulo,DF,2020-01-21,2020,9,5238,195,Restrito
RIA00799,Publicação Científica 0799,Tese,DGEO,2022-07-23,2022,7,1087,125,Restrito
RIA00800,Publicação Científica 0800,Artigo,DMAT,2021-03-27,2021,6,99,14,Restrito
RIA00801,Publicação Científica 0801,Artigo,DETI,2019-11-18,2019,9,6080,439,Restrito
RIA00802,Publicação Científica 0802,Artigo,DCM,2021-02-20,2021,4,5349,46,Embargado
RIA00803,Publicação Científica 0803,Dissertação,DQ,2018-12-20,2018,7,5419,268,Embargado
RIA00804,Publicação Científica 0804,Tese,DEP,2020-12-08,2020,7,8165,21,Open Access
RIA00805,Publicação Científica 0805,Artigo,DQ,2021-03-14,2021,2,4290,31,Open Access
RIA00806,Publicação Científica 0806,Dissertação,DEP,2019-04-23,2019,3,337,20,Embargado
RIA00807,Publicação Científica 0807,Artigo,DMAT,2023-11-28,2023,6,1102,346,Embargado
RIA00808,Publicação Científica 0808,Relatório,DCM,2021-06-24,2021,9,4808,143,Open Access
RIA00809,Publicação Científica 0809,Relatório,DQ,2021-08-25,2021,5,9957,69,Open Access
RIA00810,Publicação Científica 0810,Artigo,DLC,2018-12-31,2018,2,9925,446,Open Access
RIA00811,Publicação Científica 0811,Dissertação,DBIO,2021-08-16,2021,3,3297,346,Open Access
RIA00812,Publicação Científica 0812,Artigo,DLC,2021-12-28,2021,9,10658,323,Open Access
RIA00813,Publicação Científica 0813,Tese,DETI,2023-08-07,2023,7,11234,164,Open Access
RIA00814,Publicação Científica 0814,Artigo,DEGEIT,2021-09-13,2021,1,154,132,Open Access
RIA00815,Publicação Científica 0815,Capítulo,DGEO,2018-02-01,2018,6,7711,273,Embargado
RIA00816,Publicação Científica 0816,Tese,DLC,2025-07-25,2025,2,8263,416,Restrito
RIA00817,Publicação Científica 0817,Artigo,DLC,2020-08-02,2020,2,10198,211,Embargado
RIA00818,Publicação Científica 0818,Artigo,DEP,2023-10-25,2023,8,2734,386,Restrito
RIA00819,Publicação Científica 0819,Artigo,DBIO,2021-12-16,2021,4,2289,304,Open Access
RIA00820,Publicação Científica 0820,Artigo,DMAT,2023-10-21,2023,3,10254,386,Open Access
RIA00821,Publicação Científica 0821,Tese,DQ,2024-04-18,2024,5,9777,432,Open Access
RIA00822,Publicação Científica 0822,Artigo,DGEO,2024-05-11,2024,1,4147,81,Open Access
RIA00823,Publicação Científica 0823,Dissertação,DETI,2024-04-05,2024,9,772,234,Restrito
RIA00824,Publicação Científica 0824,Tese,DCM,2019-11-23,2019,5,7238,255,Restrito
RIA00825,Publicação Científica 0825,Tese,DLC,2020-03-11,2020,9,8964,27,Restrito
RIA00826,Publicação Científica 0826,Artigo,DBIO,2022-10-07,2022,9,7967,446,Restrito
RIA00827,Publicação Científica 0827,Dissertação,DEGEIT,2019-06-08,2019,9,6695,25,Embargado
RIA00828,Publicação Científica 0828,Artigo,DEGEIT,2020-02-21,2020,8,5568,352,Restrito
RIA00829,Publicação Científica 0829,Artigo,DMAT,2021-09-10,2021,1,8639,129,Embargado
RIA00830,Publicação Científica 0830,Tese,DF,2021-08-24,2021,4,870,235,Restrito
RIA00831,Publicação Científica 0831,Tese,DCM,2020-11-27,2020,4,5534,293,Open Access
RIA00832,Publicação Científica 0832,Dissertação,DBIO,2018-09-20,2018,5,7195,312,Restrito
RIA00833,Publicação Científica 0833,Artigo,DGEO,2024-11-15,2024,1,1730,246,Open Access
RIA00834,Publicação Científica 0834,Dissertação,DQ,2024-07-26,2024,3,8544,338,Embargado
RIA00835,Publicação Científica 0835,Tese,DETI,2022-06-13,2022,8,8210,86,Embargado
RIA00836,Publicação Científica 0836,Artigo,DMAT,2024-09-09,2024,2,4145,374,Embargado
RIA00837,Publicação Científica 0837,Relatório,DLC,2025-12-12,2025,2,21,36,Open Access
RIA00838,Publicação Científica 0838,Dissertação,DEP,2020-08-14,2020,1,4907,50,Embargado
RIA00839,Publicação Científica 0839,Artigo,DQ,2023-06-30,2023,1,11323,190,Restrito
RIA00840,Publicação Científica 0840,Artigo,DF,2024-07-14,2024,9,8367,405,Open Access
RIA00841,Publicação Científica 0841,Tese,DBIO,2026-03-30,2026,7,1717,304,Embargado
RIA00842,Publicação Científica 0842,Artigo,DGEO,2022-07-27,2022,3,8948,391,Open Access
RIA00843,Publicação Científica 0843,Dissertação,DMAT,2025-06-01,2025,1,2328,240,Open Access
RIA00844,Publicação Científica 0844,Tese,DEP,2018-06-26,2018,1,4038,428,Restrito
RIA00845,Publicação Científica 0845,Dissertação,DGEO,2019-05-25,2019,4,10161,181,Embargado
RIA00846,Publicação Científica 0846,Relatório,DGEO,2025-04-27,2025,1,3728,121,Open Access
RIA00847,Publicação Científica 0847,Artigo,DEP,2019-06-16,2019,7,4739,412,Open Access
RIA00848,Publicação Científica 0848,Dissertação,DCM,2018-04-10,2018,6,216,51,Embargado
RIA00849,Publicação Científica 0849,Artigo,DQ,2025-09-27,2025,1,1533,132,Embargado
RIA00850,Publicação Científica 0850,Tese,DQ,2023-07-21,2023,1,3556,369,Open Access
RIA00851,Publicação Científica 0851,Artigo,DF,2018-02-28,2018,9,9583,300,Open Access
RIA00852,Publicação Científica 0852,Artigo,DF,2018-06-27,2018,3,11059,434,Open Access
RIA00853,Publicação Científica 0853,Artigo,DF,2025-06-15,2025,3,11335,197,Embargado
RIA00854,Publicação Científica 0854,Artigo,DQ,2020-06-06,2020,8,1949,290,Embargado
RIA00855,Publicação Científica 0855,Dissertação,DCM,2023-10-28,2023,1,9528,207,Restrito
RIA00856,Publicação Científica 0856,Artigo,DF,2024-03-16,2024,6,2592,411,Embargado
RIA00857,Publicação Científica 0857,Artigo,DETI,2022-06-25,2022,9,1459,425,Embargado
RIA00858,Publicação Científica 0858,Relatório,DMAT,2020-04-02,2020,8,7093,8,Embargado
RIA00859,Publicação Científica 0859,Dissertação,DEGEIT,2025-06-25,2025,5,2777,248,Restrito
RIA00860,Publicação Científica 0860,Dissertação,DGEO,2022-03-22,2022,4,7438,46,Open Access
RIA00861,Publicação Científica 0861,Artigo,DQ,2022-02-09,2022,5,10149,401,Restrito
