despesa_id,data_despesa,departamento,rubrica,fornecedor,valor,estado,centro_custo
D002547,2025-03-01,DQ,Serviços Externos,DataCloud,7340.91,Anulado,CC-DQ-05
D002548,2026-03-06,DCM,Viagens,LabInstruments,9616.0,Pago,CC-DCM-08
D002549,2024-12-27,DEGEIT,Serviços Externos,Global Office,13913.3,Pago,CC-DEGEIT-08
D002550,2024-08-10,DCM,Bolsas,DataCloud,18330.06,Pago,CC-DCM-04
D002551,2025-09-06,DCM,Infraestruturas,Campus Services,57105.62,Pago,CC-DCM-01
D002552,2026-02-16,DF,Equipamento,LabInstruments,8564.21,Pendente,CC-DF-10
D002553,2025-02-25,DEP,Bolsas,PrintWay,8699.14,Pago,CC-DEP-05
D002554,2025-10-10,DGEO,Equipamento,IberTravel,41521.33,Pago,CC-DGEO-11
D002555,2025-11-13,DBIO,Viagens,TechVision,14255.78,Anulado,CC-DBIO-02
D002556,2025-03-09,DMAT,Manutenção,TechVision,4482.97,Pago,CC-DMAT-04
D002557,2024-09-27,DEGEIT,Investigação,LabInstruments,4491.11,Pago,CC-DEGEIT-10
D002558,2025-12-12,DCM,Investigação,PrintWay,6085.77,Pago,CC-DCM-02
D002559,2024-06-03,DEP,Viagens,DataCloud,8709.62,Pago,CC-DEP-01
D002560,2024-05-06,DLC,Equipamento,PrintWay,27900.23,Pago,CC-DLC-06
D002561,2025-12-23,DQ,Serviços Externos,PrintWay,16878.46,Pago,CC-DQ-02
D002562,2025-11-10,DGEO,Equipamento,DataCloud,50375.42,Pago,CC-DGEO-02
D002563,2025-02-05,DEP,Infraestruturas,LabInstruments,18416.17,Pago,CC-DEP-06
D002564,2025-01-21,DETI,Viagens,MedSupply,736.88,Pago,CC-DETI-02
D002565,2025-01-17,DBIO,Bolsas,PrintWay,8629.92,Pendente,CC-DBIO-06
D002566,2024-11-03,DLC,Bolsas,TechVision,157.02,Pendente,CC-DLC-05
D002567,2025-01-27,DCM,Serviços Externos,IberTravel,10082.87,Pago,CC-DCM-07
D002568,2024-05-27,DEGEIT,Bolsas,GreenEnergy,7274.75,Pago,CC-DEGEIT-01
D002569,2025-06-16,DEP,Equipamento,LabInstruments,57220.45,Pago,CC-DEP-07
D002570,2025-04-25,DEP,Investigação,MedSupply,4804.79,Pago,CC-DEP-09
D002571,2026-02-09,DEP,Viagens,MedSupply,10429.07,Pago,CC-DEP-01
D002572,2024-06-24,DQ,Manutenção,MedSupply,7868.34,Pendente,CC-DQ-05
D002573,2024-04-21,DEGEIT,Viagens,LabInstruments,9539.36,Pago,CC-DEGEIT-04
D002574,2025-06-17,DEP,Viagens,MedSupply,906.92,Pago,CC-DEP-07
D002575,2025-09-03,DGEO,Bolsas,MedSupply,2391.49,Pago,CC-DGEO-08
D002576,2025-07-13,DQ,Serviços Externos,DataCloud,12859.64,Pago,CC-DQ-11
D002577,2024-02-14,DQ,Bolsas,Global Office,5726.12,Pendente,CC-DQ-10
D002578,2025-06-19,DF,Infraestruturas,PrintWay,58575.32,Pendente,CC-DF-08
D002579,2025-03-02,DEP,Pessoal,Global Office,16763.78,Pago,CC-DEP-11
D002580,2025-07-08,DEGEIT,Pessoal,TechVision,17695.53,Pago,CC-DEGEIT-08
D002581,2024-01-11,DMAT,Infraestruturas,Global Office,37207.76,Pago,CC-DMAT-12
D002582,2025-02-05,DBIO,Infraestruturas,TechVision,10330.37,Pago,CC-DBIO-06
D002583,2024-03-10,DQ,Bolsas,PrintWay,14159.24,Pago,CC-DQ-03
D002584,2025-04-25,DMAT,Equipamento,TechVision,15013.9,Pago,CC-DMAT-06
D002585,2024-05-08,DGEO,Serviços Externos,GreenEnergy,9148.58,Pendente,CC-DGEO-08
D002586,2025-02-18,DLC,Investigação,Global Office,9893.55,Pago,CC-DLC-07
D002587,2024-04-25,DGEO,Viagens,PrintWay,3544.52,Pago,CC-DGEO-08
D002588,2026-01-25,DGEO,Equipamento,TechVision,53134.85,Pago,CC-DGEO-03
D002589,2024-10-26,DEGEIT,Infraestruturas,EduSoft,11133.41,Pago,CC-DEGEIT-07
D002590,2025-11-24,DLC,Equipamento,TechVision,16101.0,Pendente,CC-DLC-08
D002591,2024-05-30,DCM,Infraestruturas,LabInstruments,63185.35,Pago,CC-DCM-12
D002592,2024-06-02,DF,Investigação,LabInstruments,13667.6,Pago,CC-DF-01
D002593,2024-03-23,DEP,Investigação,EduSoft,10485.53,Pago,CC-DEP-12
D002594,2024-09-18,DLC,Viagens,Campus Services,3427.04,Pago,CC-DLC-04
D002595,2024-12-24,DEP,Viagens,Campus Services,12425.71,Pago,CC-DEP-06
D002596,2025-01-16,DF,Bolsas,TechVision,13619.63,Pendente,CC-DF-03
D002597,2025-03-05,DBIO,Serviços Externos,GreenEnergy,9248.47,Pendente,CC-DBIO-06
D002598,2025-08-27,DEGEIT,Equipamento,Global Office,10606.58,Pago,CC-DEGEIT-10
D002599,2025-10-10,DMAT,Viagens,PrintWay,10110.19,Pago,CC-DMAT-10
D002600,2024-12-21,DGEO,Pessoal,PrintWay,2148.42,Anulado,CC-DGEO-03
D002601,2024-10-26,DQ,Viagens,IberTravel,5957.72,Pago,CC-DQ-11
D002602,2026-02-19,DEP,Serviços Externos,Campus Services,9110.55,Pago,CC-DEP-02
D002603,2024-11-25,DLC,Bolsas,EduSoft,4219.95,Pago,CC-DLC-10
D002604,2025-10-07,DCM,Pessoal,IberTravel,3414.26,Pago,CC-DCM-12
D002605,2025-01-13,DBIO,Bolsas,PrintWay,4809.76,Pago,CC-DBIO-07
D002606,2024-12-27,DEGEIT,Manutenção,LabInstruments,16985.73,Pago,CC-DEGEIT-04
D002607,2024-10-11,DF,Infraestruturas,MedSupply,58013.97,Pago,CC-DF-02
D002608,2025-05-31,DQ,Investigação,DataCloud,12199.64,Pago,CC-DQ-04
D002609,2026-01-17,DLC,Infraestruturas,DataCloud,28594.2,Pago,CC-DLC-07
D002610,2024-09-09,DQ,Bolsas,GreenEnergy,7249.37,Pago,CC-DQ-08
D002611,2026-01-22,DEGEIT,Manutenção,GreenEnergy,6194.17,Pendente,CC-DEGEIT-07
D002612,2025-03-31,DGEO,Serviços Externos,PrintWay,16862.68,Pago,CC-DGEO-05
D002613,2025-12-01,DLC,Equipamento,PrintWay,6914.2,Anulado,CC-DLC-09
D002614,2025-07-30,DBIO,Bolsas,Global Office,12787.13,Pago,CC-DBIO-11
D002615,2025-04-24,DLC,Bolsas,DataCloud,17279.85,Pago,CC-DLC-10
D002616,2026-02-18,DETI,Manutenção,PrintWay,8430.17,Pago,CC-DETI-12
D002617,2026-02-14,DQ,Viagens,DataCloud,4053.0,Pago,CC-DQ-04
D002618,2024-11-15,DBIO,Investigação,MedSupply,4334.89,Pago,CC-DBIO-01
D002619,2024-09-17,DF,Pessoal,TechVision,15470.56,Pago,CC-DF-08
D002620,2024-09-09,DF,Viagens,DataCloud,4941.01,Anulado,CC-DF-03
D002621,2026-03-23,DMAT,Pessoal,TechVision,15630.08,Pago,CC-DMAT-09
D002622,2024-03-19,DBIO,Viagens,IberTravel,10687.11,Pago,CC-DBIO-09
D002623,2024-05-06,DEP,Viagens,MedSupply,15092.93,Pago,CC-DEP-07
D002624,2024-03-11,DGEO,Pessoal,EduSoft,3915.13,Pago,CC-DGEO-09
D002625,2024-04-19,DGEO,Infraestruturas,LabInstruments,27123.23,Pago,CC-DGEO-03
D002626,2024-09-17,DBIO,Viagens,MedSupply,4829.0,Pago,CC-DBIO-10
D002627,2024-03-22,DMAT,Bolsas,GreenEnergy,14413.31,Pendente,CC-DMAT-12
D002628,2024-08-03,DEP,Investigação,IberTravel,13398.92,Pago,CC-DEP-04
D002629,2024-09-21,DEGEIT,Infraestruturas,Global Office,18140.59,Pago,CC-DEGEIT-10
D002630,2026-03-02,DF,Pessoal,Global Office,3712.08,Pago,CC-DF-05
D002631,2025-05-07,DQ,Equipamento,TechVision,55672.59,Pago,CC-DQ-10
D002632,2024-08-31,DETI,Serviços Externos,DataCloud,5142.95,Pago,CC-DETI-03
D002633,2026-02-24,DEP,Bolsas,EduSoft,17620.93,Pago,CC-DEP-03
D002634,2024-08-27,DETI,Pessoal,GreenEnergy,11649.34,Pago,CC-DETI-06
D002635,2024-02-28,DLC,Bolsas,MedSupply,11235.71,Pago,CC-DLC-05
D002636,2025-10-21,DETI,Viagens,LabInstruments,10740.29,Pago,CC-DETI-02
D002637,2025-10-18,DEGEIT,Equipamento,PrintWay,58078.16,Pago,CC-DEGEIT-02
D002638,2024-10-31,DEGEIT,Equipamento,IberTravel,29870.04,Pendente,CC-DEGEIT-06
D002639,2026-03-14,DEGEIT,Viagens,GreenEnergy,4566.76,Anulado,CC-DEGEIT-05
D002640,2025-07-06,DF,Manutenção,MedSupply,4213.73,Pago,CC-DF-05
D002641,2024-10-10,DCM,Serviços Externos,LabInstruments,8076.91,Pago,CC-DCM-09
D002642,2024-08-07,DCM,Viagens,LabInstruments,6721.98,Pago,CC-DCM-10
D002643,2026-03-22,DMAT,Infraestruturas,GreenEnergy,24892.95,Pago,CC-DMAT-09
D002644,2024-10-21,DQ,Investigação,TechVision,13948.37,Pendente,CC-DQ-01
D002645,2024-06-26,DEGEIT,Viagens,Campus Services,7108.54,Pago,CC-DEGEIT-09
D002646,2025-11-15,DCM,Investigação,Global Office,10663.33,Pago,CC-DCM-01
D002647,2024-05-06,DMAT,Pessoal,EduSoft,3027.32,Pendente,CC-DMAT-08
D002648,2025-12-27,DCM,Viagens,PrintWay,12433.18,Pago,CC-DCM-01
D002649,2025-07-10,DCM,Serviços Externos,GreenEnergy,9037.77,Pago,CC-DCM-06
D002650,2024-03-14,DLC,Manutenção,EduSoft,720.33,Pendente,CC-DLC-03
D002651,2025-08-15,DQ,Manutenção,Campus Services,3684.9,Pago,CC-DQ-02
D002652,2025-01-23,DBIO,Infraestruturas,MedSupply,10203.1,Anulado,CC-DBIO-10
D002653,2024-12-19,DMAT,Viagens,IberTravel,4041.27,Pago,CC-DMAT-10
D002654,2025-09-28,DEP,Pessoal,MedSupply,11718.39,Pago,CC-DEP-12
D002655,2024-06-20,DCM,Investigação,LabInstruments,9722.49,Anulado,CC-DCM-12
D002656,2024-06-08,DGEO,Bolsas,Global Office,10539.81,Pago,CC-DGEO-03
D002657,2025-03-24,DCM,Viagens,Campus Services,11006.46,Anulado,CC-DCM-06
D002658,2025-12-30,DGEO,Infraestruturas,Global Office,26486.59,Pago,CC-DGEO-09
D002659,2024-04-22,DBIO,Serviços Externos,Campus Services,4155.58,Pago,CC-DBIO-08
D002660,2024-11-13,DMAT,Bolsas,LabInstruments,12182.85,Pago,CC-DMAT-03
D002661,2024-12-14,DGEO,Infraestruturas,Global Office,6388.24,Pendente,CC-DGEO-05
D002662,2025-06-21,DETI,Serviços Externos,Global Office,18463.8,Pago,CC-DETI-11
D002663,2025-02-13,DEGEIT,Equipamento,EduSoft,13555.86,Pago,CC-DEGEIT-03
D002664,2024-04-06,DETI,Serviços Externos,TechVision,13218.84,Pago,CC-DETI-03
D002665,2025-06-02,DMAT,Bolsas,Campus Services,12354.42,Pago,CC-DMAT-02
D002666,2024-05-21,DF,Manutenção,DataCloud,5120.76,Pago,CC-DF-06
D002667,2024-02-17,DETI,Infraestruturas,MedSupply,17077.49,Pago,CC-DETI-08
D002668,2024-10-15,DETI,Investigação,LabInstruments,7230.19,Pago,CC-DETI-06
D002669,2025-12-08,DBIO,Bolsas,PrintWay,11986.26,Pendente,CC-DBIO-01
D002670,2025-12-06,DBIO,Investigação,Campus Services,12274.72,Pago,CC-DBIO-10
D002671,2024-01-27,DCM,Equipamento,MedSupply,5319.12,Pago,CC-DCM-01
D002672,2024-07-23,DBIO,Serviços Externos,Global Office,16129.44,Pago,CC-DBIO-01
D002673,2026-01-07,DMAT,Investigação,GreenEnergy,2572.51,Pago,CC-DMAT-01
D002674,2025-07-09,DETI,Investigação,GreenEnergy,9252.55,Pago,CC-DETI-04
D002675,2026-03-04,DETI,Viagens,Campus Services,1467.41,Anulado,CC-DETI-08
D002676,2024-06-08,DQ,Infraestruturas,DataCloud,27305.52,Anulado,CC-DQ-10
D002677,2026-02-17,DCM,Manutenção,TechVision,7558.66,Pago,CC-DCM-10
D002678,2024-10-15,DLC,Viagens,DataCloud,4063.48,Pago,CC-DLC-05
D002679,2024-08-27,DEP,Viagens,TechVision,8873.92,Pago,CC-DEP-12
D002680,2025-04-03,DEGEIT,Infraestruturas,GreenEnergy,52354.76,Pago,CC-DEGEIT-05
D002681,2025-08-12,DEP,Pessoal,Campus Services,16060.93,Pendente,CC-DEP-04
D002682,2025-12-15,DEGEIT,Pessoal,EduSoft,14875.26,Pago,CC-DEGEIT-12
D002683,2024-03-11,DEGEIT,Viagens,LabInstruments,17409.78,Pago,CC-DEGEIT-08
D002684,2024-01-01,DLC,Investigação,LabInstruments,2544.66,Pendente,CC-DLC-06
D002685,2025-06-25,DETI,Investigação,Campus Services,10384.66,Pago,CC-DETI-03
D002686,2025-12-03,DF,Serviços Externos,LabInstruments,7604.24,Pago,CC-DF-03
D002687,2025-11-19,DEP,Pessoal,MedSupply,7805.03,Pago,CC-DEP-09
D002688,2024-03-25,DCM,Bolsas,IberTravel,6269.6,Pendente,CC-DCM-06
D002689,2026-03-27,DEP,Investigação,PrintWay,11413.52,Pago,CC-DEP-08
D002690,2024-03-24,DQ,Viagens,TechVision,6942.03,Pago,CC-DQ-02
D002691,2025-03-22,DETI,Bolsas,DataCloud,12341.04,Pago,CC-DETI-04
D002692,2026-02-25,DMAT,Investigação,EduSoft,3916.53,Pendente,CC-DMAT-04
D002693,2026-03-28,DQ,Manutenção,Global Office,1112.41,Pago,CC-DQ-01
D002694,2025-10-18,DMAT,Serviços Externos,TechVision,414.32,Pago,CC-DMAT-08
D002695,2025-02-26,DLC,Serviços Externos,DataCloud,14012.08,Pendente,CC-DLC-02
D002696,2024-09-27,DCM,Infraestruturas,GreenEnergy,19500.87,Pago,CC-DCM-09
D002697,2026-02-20,DQ,Serviços Externos,Global Office,18186.99,Pago,CC-DQ-06
D002698,2025-12-21,DEP,Equipamento,Global Office,56024.13,Pago,CC-DEP-10
D002699,2024-02-09,DETI,Manutenção,LabInstruments,14497.87,Pago,CC-DETI-10
D002700,2025-08-02,DQ,Serviços Externos,IberTravel,13543.85,Pago,CC-DQ-12
D002701,2025-10-11,DMAT,Serviços Externos,MedSupply,12848.74,Pago,CC-DMAT-03
D002702,2025-09-27,DCM,Infraestruturas,IberTravel,58667.65,Pago,CC-DCM-06
D002703,2025-02-25,DBIO,Bolsas,Campus Services,2145.25,Pendente,CC-DBIO-08
D002704,2024-02-09,DCM,Equipamento,DataCloud,64208.35,Pago,CC-DCM-07
D002705,2024-01-18,DEP,Bolsas,TechVision,11420.64,Pago,CC-DEP-07
D002706,2025-04-11,DGEO,Viagens,DataCloud,4668.84,Pago,CC-DGEO-12
D002707,2024-03-21,DCM,Viagens,MedSupply,3991.52,Pago,CC-DCM-04
D002708,2024-09-07,DEP,Pessoal,DataCloud,2674.74,Pago,CC-DEP-08
D002709,2024-09-08,DCM,Pessoal,PrintWay,15220.12,Anulado,CC-DCM-03
D002710,2025-03-04,DGEO,Infraestruturas,DataCloud,36859.8,Pendente,CC-DGEO-05
D002711,2025-08-17,DCM,Bolsas,Campus Services,1309.48,Pendente,CC-DCM-09
D002712,2025-12-17,DBIO,Serviços Externos,IberTravel,4961.44,Pago,CC-DBIO-06
D002713,2024-01-03,DLC,Manutenção,EduSoft,9245.68,Pago,CC-DLC-03
D002714,2024-08-05,DQ,Viagens,Campus Services,6128.5,Pago,CC-DQ-06
D002715,2024-02-01,DCM,Manutenção,DataCloud,17609.62,Pago,CC-DCM-10
D002716,2025-07-22,DGEO,Equipamento,DataCloud,35553.13,Pago,CC-DGEO-11
D002717,2024-05-10,DETI,Infraestruturas,GreenEnergy,51610.19,Pago,CC-DETI-11
D002718,2024-08-25,DBIO,Manutenção,PrintWay,10460.78,Pendente,CC-DBIO-04
D002719,2026-01-15,DMAT,Manutenção,Campus Services,14273.2,Pago,CC-DMAT-01
D002720,2024-04-14,DEP,Equipamento,IberTravel,39618.65,Pago,CC-DEP-02
D002721,2024-10-11,DCM,Manutenção,GreenEnergy,4511.2,Pago,CC-DCM-07
D002722,2024-06-07,DBIO,Serviços Externos,DataCloud,5759.03,Pendente,CC-DBIO-08
D002723,2025-08-08,DBIO,Investigação,DataCloud,9505.05,Pago,CC-DBIO-08
D002724,2024-09-28,DBIO,Manutenção,MedSupply,18275.61,Pago,CC-DBIO-04
D002725,2024-04-01,DEGEIT,Investigação,DataCloud,11673.22,Pago,CC-DEGEIT-03
D002726,2024-06-29,DF,Equipamento,LabInstruments,33069.97,Pago,CC-DF-11
D002727,2025-11-09,DLC,Manutenção,LabInstruments,15670.37,Pendente,CC-DLC-10
D002728,2024-11-17,DGEO,Serviços Externos,EduSoft,1339.89,Pago,CC-DGEO-12
D002729,2024-01-25,DCM,Viagens,Global Office,17267.63,Pago,CC-DCM-10
D002730,2025-08-06,DQ,Serviços Externos,TechVision,12218.45,Pago,CC-DQ-02
D002731,2025-07-27,DMAT,Manutenção,EduSoft,7836.28,Anulado,CC-DMAT-07
D002732,2025-06-01,DF,Infraestruturas,Global Office,16671.69,Pago,CC-DF-07
D002733,2026-03-02,DCM,Infraestruturas,IberTravel,18840.29,Pago,CC-DCM-05
D002734,2024-11-06,DCM,Viagens,Campus Services,6456.32,Pendente,CC-DCM-12
D002735,2024-05-31,DF,Manutenção,LabInstruments,9912.03,Pago,CC-DF-01
D002736,2025-01-04,DMAT,Viagens,EduSoft,17014.92,Pago,CC-DMAT-02
D002737,2025-05-29,DETI,Investigação,DataCloud,5168.87,Pago,CC-DETI-05
D002738,2025-10-26,DLC,Bolsas,IberTravel,5422.73,Pago,CC-DLC-02
D002739,2025-02-26,DETI,Infraestruturas,IberTravel,48253.98,Pago,CC-DETI-06
D002740,2026-02-18,DLC,Investigação,IberTravel,4323.59,Pago,CC-DLC-06
D002741,2025-12-07,DGEO,Viagens,MedSupply,16867.59,Pago,CC-DGEO-12
D002742,2024-07-11,DBIO,Bolsas,TechVision,10317.36,Pago,CC-DBIO-09
D002743,2025-05-11,DLC,Viagens,MedSupply,1567.36,Pago,CC-DLC-04
D002744,2024-04-01,DBIO,Infraestruturas,Global Office,27463.76,Pendente,CC-DBIO-09
D002745,2025-11-28,DGEO,Pessoal,EduSoft,12154.55,Pago,CC-DGEO-12
D002746,2025-12-01,DBIO,Serviços Externos,DataCloud,783.92,Pago,CC-DBIO-10
D002747,2024-07-16,DEP,Viagens,EduSoft,4062.52,Pago,CC-DEP-11
D002748,2024-06-17,DLC,Equipamento,MedSupply,22593.11,Pago,CC-DLC-05
D002749,2024-08-21,DQ,Bolsas,TechVision,3486.64,Anulado,CC-DQ-12
D002750,2026-04-01,DGEO,Manutenção,LabInstruments,5905.72,Pendente,CC-DGEO-10
D002751,2024-08-10,DLC,Manutenção,DataCloud,1709.16,Pago,CC-DLC-08
D002752,2025-04-17,DQ,Pessoal,DataCloud,17832.35,Pago,CC-DQ-12
D002753,2025-08-10,DCM,Bolsas,Global Office,13166.33,Pago,CC-DCM-12
D002754,2025-02-04,DETI,Serviços Externos,DataCloud,11204.66,Pago,CC-DETI-01
D002755,2024-03-08,DMAT,Investigação,GreenEnergy,10115.38,Pago,CC-DMAT-02
D002756,2024-12-10,DF,Manutenção,PrintWay,8017.77,Pago,CC-DF-05
D002757,2025-11-18,DQ,Serviços Externos,IberTravel,13889.09,Pago,CC-DQ-06
D002758,2026-02-19,DQ,Investigação,Global Office,9494.99,Pago,CC-DQ-01
D002759,2024-08-11,DCM,Viagens,DataCloud,7147.83,Anulado,CC-DCM-04
D002760,2025-11-21,DEP,Pessoal,GreenEnergy,7822.22,Pago,CC-DEP-06
D002761,2026-01-26,DETI,Equipamento,Global Office,21049.6,Pago,CC-DETI-08
D002762,2024-02-04,DETI,Manutenção,LabInstruments,3278.75,Pago,CC-DETI-11
D002763,2024-03-30,DLC,Infraestruturas,Campus Services,36316.52,Pago,CC-DLC-05
D002764,2024-11-01,DCM,Pessoal,Global Office,7527.87,Pago,CC-DCM-11
D002765,2024-09-30,DCM,Equipamento,PrintWay,16304.11,Pendente,CC-DCM-08
D002766,2025-11-20,DLC,Bolsas,Global Office,2372.36,Pago,CC-DLC-11
D002767,2024-05-30,DF,Investigação,TechVision,6223.73,Pago,CC-DF-10
D002768,2025-08-25,DEGEIT,Investigação,Global Office,3459.93,Pago,CC-DEGEIT-06
D002769,2025-11-28,DEP,Manutenção,IberTravel,10295.89,Pago,CC-DEP-03
D002770,2024-01-12,DETI,Infraestruturas,GreenEnergy,59062.58,Pago,CC-DETI-10
D002771,2024-03-23,DLC,Bolsas,TechVision,7165.97,Pago,CC-DLC-03
D002772,2025-03-30,DEGEIT,Bolsas,TechVision,1631.93,Pago,CC-DEGEIT-02
D002773,2025-10-03,DGEO,Infraestruturas,GreenEnergy,39090.59,Pago,CC-DGEO-07
D002774,2025-07-08,DCM,Investigação,TechVision,5194.66,Pago,CC-DCM-10
D002775,2024-08-17,DEGEIT,Infraestruturas,EduSoft,33426.65,Pago,CC-DEGEIT-07
D002776,2025-03-28,DETI,Serviços Externos,IberTravel,2586.3,Pago,CC-DETI-11
D002777,2025-08-17,DF,Investigação,Campus Services,7414.29,Pago,CC-DF-07
D002778,2025-09-03,DGEO,Equipamento,LabInstruments,9079.58,Pago,CC-DGEO-04
D002779,2026-01-13,DEGEIT,Investigação,MedSupply,15742.48,Anulado,CC-DEGEIT-07
D002780,2025-08-21,DF,Viagens,MedSupply,2008.1,Pago,CC-DF-08
D002781,2024-07-29,DEGEIT,Infraestruturas,DataCloud,15334.33,Pago,CC-DEGEIT-03
D002782,2025-11-09,DETI,Viagens,TechVision,15679.79,Pendente,CC-DETI-08
D002783,2024-04-30,DEP,Viagens,TechVision,14706.53,Pago,CC-DEP-03
D002784,2025-04-21,DBIO,Pessoal,EduSoft,13015.8,Pago,CC-DBIO-02
D002785,2024-07-09,DGEO,Pessoal,LabInstruments,12209.98,Pendente,CC-DGEO-08
D002786,2024-11-28,DF,Investigação,Global Office,11666.04,Pago,CC-DF-03
D002787,2024-10-07,DMAT,Bolsas,EduSoft,17693.98,Pago,CC-DMAT-07
D002788,2026-03-22,DETI,Bolsas,DataCloud,6848.21,Pago,CC-DETI-07
D002789,2024-02-18,DCM,Serviços Externos,EduSoft,8740.42,Pago,CC-DCM-08
D002790,2025-12-24,DLC,Manutenção,EduSoft,8780.89,Pendente,CC-DLC-07
D002791,2025-08-07,DBIO,Pessoal,LabInstruments,14901.53,Pendente,CC-DBIO-10
D002792,2025-02-05,DGEO,Manutenção,EduSoft,9819.62,Pago,CC-DGEO-10
D002793,2025-08-15,DCM,Manutenção,TechVision,3247.59,Pago,CC-DCM-03
D002794,2024-08-30,DCM,Bolsas,LabInstruments,1244.38,Pago,CC-DCM-01
D002795,2024-10-24,DGEO,Manutenção,GreenEnergy,3999.79,Pago,CC-DGEO-09
D002796,2024-03-31,DCM,Investigação,LabInstruments,1698.29,Pago,CC-DCM-02
D002797,2025-02-21,DEGEIT,Infraestruturas,PrintWay,57143.28,Pago,CC-DEGEIT-06
D002798,2025-06-21,DBIO,Infraestruturas,EduSoft,38722.95,Pago,CC-DBIO-07
D002799,2024-05-27,DBIO,Pessoal,DataCloud,7363.62,Pago,CC-DBIO-12
D002800,2024-07-25,DMAT,Manutenção,PrintWay,9993.36,Pago,CC-DMAT-03
D002801,2025-08-07,DCM,Equipamento,Global Office,53792.21,Pago,CC-DCM-09
D002802,2025-01-19,DLC,Infraestruturas,EduSoft,53717.95,Pago,CC-DLC-12
D002803,2024-05-24,DBIO,Equipamento,DataCloud,24650.26,Pago,CC-DBIO-08
D002804,2024-11-15,DGEO,Manutenção,PrintWay,15381.35,Pago,CC-DGEO-11
D002805,2024-09-11,DEP,Pessoal,Global Office,7716.09,Pago,CC-DEP-07
D002806,2024-10-19,DBIO,Pessoal,LabInstruments,12951.97,Pendente,CC-DBIO-04
D002807,2024-09-18,DQ,Investigação,LabInstruments,15416.84,Pago,CC-DQ-04
D002808,2025-08-20,DBIO,Infraestruturas,PrintWay,58417.14,Pago,CC-DBIO-04
D002809,2025-12-11,DQ,Bolsas,MedSupply,11788.16,Pago,CC-DQ-01
D002810,2025-10-24,DCM,Infraestruturas,TechVision,62355.02,Pago,CC-DCM-09
D002811,2025-12-03,DEGEIT,Serviços Externos,TechVision,5335.35,Pago,CC-DEGEIT-04
D002812,2025-02-17,DEGEIT,Bolsas,TechVision,7262.66,Anulado,CC-DEGEIT-12
D002813,2024-05-28,DMAT,Manutenção,IberTravel,3129.46,Pago,CC-DMAT-02
D002814,2026-02-16,DGEO,Infraestruturas,MedSupply,12768.56,Pago,CC-DGEO-04
D002815,2026-04-01,DLC,Equipamento,Global Office,18246.17,Pago,CC-DLC-02
D002816,2025-01-01,DBIO,Pessoal,LabInstruments,6725.93,Pendente,CC-DBIO-08
D002817,2025-06-12,DGEO,Equipamento,Global Office,19619.58,Pendente,CC-DGEO-08
D002818,2024-08-14,DQ,Viagens,IberTravel,12560.7,Pago,CC-DQ-09
D002819,2024-05-22,DMAT,Pessoal,GreenEnergy,14301.46,Pago,CC-DMAT-10
D002820,2024-04-06,DLC,Viagens,Campus Services,5043.28,Pendente,CC-DLC-12
D002821,2025-12-10,DGEO,Serviços Externos,TechVision,15583.5,Pago,CC-DGEO-07
D002822,2024-12-24,DBIO,Serviços Externos,Campus Services,10766.91,Anulado,CC-DBIO-08
D002823,2024-04-04,DGEO,Pessoal,Global Office,10903.51,Pago,CC-DGEO-05
D002824,2025-11-01,DMAT,Pessoal,GreenEnergy,8980.69,Pago,CC-DMAT-06
D002825,2025-03-21,DLC,Pessoal,Global Office,13311.2,Pago,CC-DLC-02
D002826,2025-07-22,DF,Bolsas,PrintWay,553.79,Pago,CC-DF-02
D002827,2024-08-29,DLC,Infraestruturas,GreenEnergy,7484.79,Pago,CC-DLC-02
D002828,2025-03-14,DBIO,Bolsas,Global Office,11671.11,Pago,CC-DBIO-07
D002829,2024-06-25,DBIO,Infraestruturas,Global Office,52750.74,Pago,CC-DBIO-10
D002830,2025-01-24,DLC,Bolsas,PrintWay,13295.65,Pago,CC-DLC-02
D002831,2025-04-18,DCM,Pessoal,LabInstruments,12472.2,Pago,CC-DCM-05
D002832,2024-11-07,DLC,Equipamento,PrintWay,23584.72,Pago,CC-DLC-09
D002833,2024-02-21,DQ,Serviços Externos,Campus Services,2247.37,Pago,CC-DQ-06
D002834,2025-10-13,DETI,Viagens,Global Office,2399.21,Pago,CC-DETI-09
D002835,2025-11-14,DQ,Serviços Externos,DataCloud,5227.9,Pago,CC-DQ-12
D002836,2024-04-20,DQ,Equipamento,LabInstruments,60093.91,Pago,CC-DQ-09
D002837,2025-10-26,DETI,Equipamento,Campus Services,14330.44,Pago,CC-DETI-05
D002838,2026-01-22,DEGEIT,Manutenção,LabInstruments,15978.52,Pago,CC-DEGEIT-01
D002839,2024-02-28,DF,Viagens,Campus Services,7759.43,Pago,CC-DF-01
D002840,2024-04-30,DGEO,Infraestruturas,Global Office,38574.51,Pago,CC-DGEO-03
D002841,2025-08-07,DEGEIT,Infraestruturas,LabInstruments,61280.95,Pago,CC-DEGEIT-10
D002842,2026-01-23,DLC,Viagens,LabInstruments,5306.91,Pago,CC-DLC-04
D002843,2025-03-25,DLC,Equipamento,PrintWay,17876.22,Pago,CC-DLC-06
D002844,2024-05-08,DCM,Bolsas,TechVision,16632.68,Pendente,CC-DCM-08
D002845,2025-11-16,DBIO,Viagens,Global Office,2083.68,Pago,CC-DBIO-11
D002846,2024-02-06,DQ,Bolsas,PrintWay,15826.18,Pago,CC-DQ-06
