inscricao_id,aluno_id,uc_id,semestre,ano_letivo,nota_final,resultado,epoca
I0017141,A01615,CALC,2,2025/2026,20,Aprovado,Normal
I0017142,A01615,SINA,2,2025/2026,18,Aprovado,Normal
I0017143,A01615,SOFT,2,2023/2024,13,Aprovado,Recurso
I0017144,A01615,TRAD,1,2022/2023,12,Aprovado,Normal
I0017145,A01615,BIAR,1,2020/2021,,Não avaliado,Normal
I0017146,A01615,PSIC,2,2025/2026,18,Aprovado,Recurso
I0017147,A01615,MLAB,1,2025/2026,0,Reprovado,Recurso
I0017148,A01615,ALGA,1,2022/2023,12,Aprovado,Normal
I0017149,A01615,BDAD,2,2022/2023,14,Aprovado,Especial
I0017150,A01615,MKTG,2,2021/2022,10,Aprovado,Recurso
I0017151,A01616,CALC,2,2024/2025,15,Aprovado,Normal
I0017152,A01616,PROG,2,2025/2026,19,Aprovado,Normal
I0017153,A01616,CONT,2,2025/2026,0,Reprovado,Recurso
I0017154,A01616,ESTG,2,2025/2026,19,Aprovado,Normal
I0017155,A01616,GENE,2,2025/2026,19,Aprovado,Normal
I0017156,A01616,MACR,1,2024/2025,14,Aprovado,Especial
I0017157,A01616,BIOC,2,2025/2026,19,Aprovado,Normal
I0017158,A01616,DWHS,2,2024/2025,16,Aprovado,Recurso
I0017159,A01616,SOFT,1,2024/2025,16,Aprovado,Recurso
I0017160,A01616,MLAB,2,2025/2026,11,Aprovado,Normal
I0017161,A01616,MICR,1,2024/2025,13,Aprovado,Especial
I0017162,A01616,ESTA,2,2024/2025,8,Reprovado,Normal
I0017163,A01617,PSIC,1,2024/2025,18,Aprovado,Normal
I0017164,A01617,MICR,2,2024/2025,18,Aprovado,Recurso
I0017165,A01617,BIAR,2,2024/2025,11,Aprovado,Normal
I0017166,A01617,FIS2,2,2025/2026,14,Aprovado,Especial
I0017167,A01617,PROJ,1,2023/2024,,Não avaliado,Normal
I0017168,A01617,ESTA,2,2025/2026,0,Reprovado,Recurso
I0017169,A01617,DWHS,1,2022/2023,,Não avaliado,Normal
I0017170,A01617,BIOC,2,2025/2026,12,Aprovado,Especial
I0017171,A01617,GENE,1,2024/2025,11,Aprovado,Recurso
I0017172,A01617,MLAB,2,2023/2024,17,Aprovado,Normal
I0017173,A01617,PROG,1,2023/2024,16,Aprovado,Recurso
I0017174,A01618,ESTG,2,2024/2025,20,Aprovado,Normal
I0017175,A01618,BDAD,1,2023/2024,,Não avaliado,Normal
I0017176,A01618,MICR,2,2021/2022,9,Reprovado,Normal
I0017177,A01618,MLAB,2,2022/2023,10,Aprovado,Normal
I0017178,A01618,DWHS,1,2025/2026,18,Aprovado,Normal
I0017179,A01618,FIS2,1,2022/2023,14,Aprovado,Especial
I0017180,A01618,GENE,2,2023/2024,10,Aprovado,Normal
I0017181,A01618,TRAD,2,2024/2025,20,Aprovado,Normal
I0017182,A01619,ESTG,2,2024/2025,18,Aprovado,Recurso
I0017183,A01619,SINA,1,2024/2025,,Não avaliado,Normal
I0017184,A01619,EDUC,2,2025/2026,7,Reprovado,Recurso
I0017185,A01619,BDAD,1,2024/2025,3,Reprovado,Normal
I0017186,A01619,PSIC,2,2024/2025,17,Aprovado,Normal
I0017187,A01619,FIS1,1,2025/2026,,Não avaliado,Normal
I0017188,A01619,BIAR,1,2024/2025,12,Aprovado,Recurso
I0017189,A01619,PROJ,2,2025/2026,10,Aprovado,Normal
I0017190,A01619,SOFT,1,2024/2025,10,Aprovado,Normal
I0017191,A01619,GENE,2,2024/2025,4,Reprovado,Normal
I0017192,A01620,MACR,2,2021/2022,11,Aprovado,Normal
I0017193,A01620,BDAD,1,2025/2026,13,Aprovado,Especial
I0017194,A01620,SINA,1,2020/2021,19,Aprovado,Normal
I0017195,A01620,ESTA,1,2023/2024,18,Aprovado,Normal
I0017196,A01620,TRAD,2,2023/2024,15,Aprovado,Especial
I0017197,A01620,QUIM,1,2023/2024,12,Aprovado,Normal
I0017198,A01620,BIOC,1,2024/2025,,Não avaliado,Normal
I0017199,A01620,MICR,1,2022/2023,18,Aprovado,Normal
I0017200,A01620,ING1,1,2025/2026,16,Aprovado,Recurso
I0017201,A01620,CONT,2,2021/2022,14,Aprovado,Normal
I0017202,A01621,PROG,2,2025/2026,,Não avaliado,Normal
I0017203,A01621,EDUC,2,2025/2026,14,Aprovado,Normal
I0017204,A01621,ESTA,2,2025/2026,,Não avaliado,Normal
I0017205,A01621,TRAD,1,2025/2026,,Não avaliado,Normal
I0017206,A01621,QUIM,2,2025/2026,2,Reprovado,Normal
I0017207,A01621,PROJ,2,2025/2026,12,Aprovado,Normal
I0017208,A01621,PSIC,2,2025/2026,,Não avaliado,Recurso
I0017209,A01621,MKTG,1,2025/2026,17,Aprovado,Normal
I0017210,A01622,MACR,2,2025/2026,20,Aprovado,Normal
I0017211,A01622,SINA,2,2025/2026,,Não avaliado,Recurso
I0017212,A01622,PROJ,2,2025/2026,9,Reprovado,Recurso
I0017213,A01622,FINA,1,2025/2026,16,Aprovado,Normal
I0017214,A01622,REDES,1,2025/2026,10,Aprovado,Normal
I0017215,A01622,ESTA,1,2024/2025,15,Aprovado,Recurso
I0017216,A01622,MLAB,2,2025/2026,,Não avaliado,Normal
I0017217,A01622,DSCI,2,2024/2025,,Não avaliado,Normal
I0017218,A01622,MICR,2,2025/2026,7,Reprovado,Especial
I0017219,A01623,CONT,2,2025/2026,19,Aprovado,Normal
I0017220,A01623,FIS1,2,2025/2026,16,Aprovado,Normal
I0017221,A01623,REDES,2,2023/2024,19,Aprovado,Recurso
I0017222,A01623,ESTG,2,2024/2025,9,Reprovado,Normal
I0017223,A01623,BDAD,1,2023/2024,,Não avaliado,Normal
I0017224,A01623,ESTA,2,2022/2023,17,Aprovado,Normal
I0017225,A01623,MICR,1,2025/2026,6,Reprovado,Normal
I0017226,A01624,BIAR,2,2022/2023,,Não avaliado,Normal
I0017227,A01624,MICR,2,2021/2022,1,Reprovado,Recurso
I0017228,A01624,SOFT,2,2021/2022,7,Reprovado,Recurso
I0017229,A01624,CONT,2,2024/2025,6,Reprovado,Recurso
I0017230,A01624,ANAC,1,2023/2024,0,Reprovado,Normal
I0017231,A01624,ING1,1,2025/2026,16,Aprovado,Normal
I0017232,A01624,DWHS,2,2025/2026,20,Aprovado,Normal
I0017233,A01624,SINA,2,2024/2025,4,Reprovado,Recurso
I0017234,A01624,PSIC,1,2020/2021,,Não avaliado,Normal
I0017235,A01624,PROG,1,2025/2026,8,Reprovado,Normal
I0017236,A01624,FINA,1,2021/2022,19,Aprovado,Normal
I0017237,A01624,BIOC,1,2025/2026,13,Aprovado,Normal
I0017238,A01625,ING1,2,2021/2022,,Não avaliado,Normal
I0017239,A01625,PROJ,1,2020/2021,20,Aprovado,Normal
I0017240,A01625,REDES,1,2023/2024,17,Aprovado,Recurso
I0017241,A01625,MKTG,1,2024/2025,10,Aprovado,Recurso
I0017242,A01625,TRAD,1,2020/2021,14,Aprovado,Recurso
I0017243,A01625,GENE,1,2021/2022,14,Aprovado,Normal
I0017244,A01625,DSCI,1,2024/2025,17,Aprovado,Normal
I0017245,A01625,CONT,1,2024/2025,17,Aprovado,Normal
I0017246,A01625,ALGA,2,2025/2026,2,Reprovado,Recurso
I0017247,A01625,QUIM,2,2020/2021,14,Aprovado,Recurso
I0017248,A01625,CALC,2,2025/2026,13,Aprovado,Normal
I0017249,A01626,DSCI,1,2025/2026,16,Aprovado,Recurso
I0017250,A01626,ING1,2,2024/2025,,Não avaliado,Recurso
I0017251,A01626,REDES,2,2025/2026,5,Reprovado,Normal
I0017252,A01626,ANAC,2,2024/2025,19,Aprovado,Normal
I0017253,A01626,FINA,1,2024/2025,2,Reprovado,Recurso
I0017254,A01626,ALGA,1,2024/2025,14,Aprovado,Recurso
I0017255,A01626,CALC,1,2024/2025,13,Aprovado,Recurso
I0017256,A01626,FIS1,2,2024/2025,14,Aprovado,Normal
I0017257,A01626,PROG,2,2024/2025,15,Aprovado,Recurso
I0017258,A01627,PROJ,1,2021/2022,11,Aprovado,Normal
I0017259,A01627,ESTG,1,2025/2026,18,Aprovado,Normal
I0017260,A01627,TRAD,2,2024/2025,20,Aprovado,Normal
I0017261,A01627,FINA,2,2022/2023,20,Aprovado,Normal
I0017262,A01627,BIOC,1,2022/2023,20,Aprovado,Normal
I0017263,A01627,BDAD,1,2024/2025,,Não avaliado,Normal
I0017264,A01627,ESTA,1,2022/2023,17,Aprovado,Recurso
I0017265,A01627,MACR,1,2025/2026,14,Aprovado,Normal
I0017266,A01627,FIS1,1,2022/2023,13,Aprovado,Normal
I0017267,A01628,MKTG,2,2022/2023,18,Aprovado,Normal
I0017268,A01628,GENE,1,2024/2025,16,Aprovado,Normal
I0017269,A01628,ANAC,1,2021/2022,15,Aprovado,Especial
I0017270,A01628,ESTG,2,2024/2025,20,Aprovado,Normal
I0017271,A01628,PROG,1,2023/2024,9,Reprovado,Normal
I0017272,A01628,CONT,2,2022/2023,15,Aprovado,Especial
I0017273,A01628,DWHS,1,2022/2023,20,Aprovado,Normal
I0017274,A01628,SINA,2,2025/2026,,Não avaliado,Recurso
I0017275,A01628,REDES,1,2022/2023,,Não avaliado,Normal
I0017276,A01628,PROJ,2,2021/2022,17,Aprovado,Especial
I0017277,A01629,GENE,2,2024/2025,,Não avaliado,Normal
I0017278,A01629,BIAR,2,2024/2025,15,Aprovado,Normal
I0017279,A01629,MICR,2,2023/2024,20,Aprovado,Recurso
I0017280,A01629,MKTG,2,2025/2026,0,Reprovado,Recurso
I0017281,A01629,ANAC,1,2024/2025,16,Aprovado,Especial
I0017282,A01629,SOFT,1,2023/2024,2,Reprovado,Normal
I0017283,A01629,FIS1,1,2025/2026,,Não avaliado,Normal
I0017284,A01629,QUIM,1,2023/2024,16,Aprovado,Normal
I0017285,A01629,ING1,2,2024/2025,18,Aprovado,Normal
I0017286,A01629,PROG,1,2023/2024,14,Aprovado,Recurso
I0017287,A01629,EDUC,1,2024/2025,16,Aprovado,Normal
I0017288,A01629,TRAD,2,2025/2026,11,Aprovado,Normal
I0017289,A01629,FIS2,1,2024/2025,20,Aprovado,Normal
I0017290,A01630,CALC,1,2024/2025,2,Reprovado,Normal
I0017291,A01630,ESTA,1,2024/2025,8,Reprovado,Normal
I0017292,A01630,MKTG,2,2025/2026,11,Aprovado,Recurso
I0017293,A01630,BDAD,2,2024/2025,6,Reprovado,Normal
I0017294,A01630,SINA,2,2024/2025,12,Aprovado,Recurso
I0017295,A01630,BIAR,2,2025/2026,15,Aprovado,Normal
I0017296,A01630,REDES,1,2025/2026,10,Aprovado,Normal
I0017297,A01630,MACR,1,2024/2025,14,Aprovado,Recurso
I0017298,A01630,FINA,2,2025/2026,3,Reprovado,Normal
I0017299,A01630,MLAB,2,2024/2025,19,Aprovado,Recurso
I0017300,A01630,FIS1,1,2024/2025,4,Reprovado,Normal
I0017301,A01630,SEMI,1,2024/2025,19,Aprovado,Normal
I0017302,A01631,BDAD,2,2022/2023,20,Aprovado,Normal
I0017303,A01631,ING1,1,2023/2024,14,Aprovado,Recurso
I0017304,A01631,PROG,2,2020/2021,16,Aprovado,Normal
I0017305,A01631,SINA,1,2020/2021,17,Aprovado,Normal
I0017306,A01631,CALC,1,2022/2023,13,Aprovado,Normal
I0017307,A01631,FINA,2,2020/2021,19,Aprovado,Recurso
I0017308,A01631,EDUC,1,2025/2026,15,Aprovado,Normal
I0017309,A01631,ESTA,1,2024/2025,20,Aprovado,Normal
I0017310,A01631,BIAR,2,2020/2021,12,Aprovado,Normal
I0017311,A01631,SOFT,1,2024/2025,18,Aprovado,Normal
I0017312,A01631,TRAD,1,2022/2023,16,Aprovado,Normal
I0017313,A01632,FIS2,2,2025/2026,14,Aprovado,Normal
I0017314,A01632,CONT,2,2024/2025,1,Reprovado,Recurso
I0017315,A01632,ING1,1,2025/2026,7,Reprovado,Normal
I0017316,A01632,PSIC,1,2024/2025,16,Aprovado,Normal
I0017317,A01632,MICR,2,2023/2024,,Não avaliado,Normal
I0017318,A01632,SEMI,2,2025/2026,19,Aprovado,Normal
I0017319,A01632,BIAR,2,2023/2024,,Não avaliado,Normal
I0017320,A01632,FIS1,2,2025/2026,11,Aprovado,Recurso
I0017321,A01633,ESTA,2,2021/2022,13,Aprovado,Normal
I0017322,A01633,ESTG,2,2021/2022,,Não avaliado,Normal
I0017323,A01633,SEMI,2,2023/2024,13,Aprovado,Recurso
I0017324,A01633,ANAC,1,2022/2023,20,Aprovado,Normal
I0017325,A01633,REDES,2,2025/2026,16,Aprovado,Normal
I0017326,A01633,BIOC,2,2025/2026,12,Aprovado,Normal
I0017327,A01633,GENE,2,2021/2022,20,Aprovado,Normal
I0017328,A01633,ING1,1,2025/2026,7,Reprovado,Normal
I0017329,A01633,ALGA,1,2025/2026,20,Aprovado,Normal
I0017330,A01633,SINA,2,2023/2024,15,Aprovado,Normal
I0017331,A01634,MICR,2,2025/2026,16,Aprovado,Normal
I0017332,A01634,PSIC,1,2024/2025,14,Aprovado,Normal
I0017333,A01634,EDUC,1,2025/2026,11,Aprovado,Normal
I0017334,A01634,ESTG,1,2025/2026,20,Aprovado,Normal
I0017335,A01634,FINA,1,2024/2025,20,Aprovado,Normal
I0017336,A01634,SINA,1,2024/2025,13,Aprovado,Normal
I0017337,A01634,GENE,1,2024/2025,14,Aprovado,Recurso
I0017338,A01635,CALC,2,2025/2026,18,Aprovado,Recurso
I0017339,A01635,DWHS,2,2020/2021,,Não avaliado,Normal
I0017340,A01635,SEMI,1,2024/2025,16,Aprovado,Normal
I0017341,A01635,MLAB,1,2022/2023,13,Aprovado,Normal
I0017342,A01635,REDES,1,2023/2024,6,Reprovado,Normal
I0017343,A01635,GENE,1,2021/2022,19,Aprovado,Especial
I0017344,A01635,BIOC,1,2022/2023,17,Aprovado,Normal
I0017345,A01635,ALGA,2,2023/2024,,Não avaliado,Normal
I0017346,A01635,FIS1,2,2020/2021,17,Aprovado,Normal
I0017347,A01636,MACR,2,2025/2026,15,Aprovado,Normal
I0017348,A01636,MICR,2,2025/2026,,Não avaliado,Recurso
I0017349,A01636,ANAC,2,2024/2025,14,Aprovado,Recurso
I0017350,A01636,ESTA,2,2024/2025,18,Aprovado,Normal
I0017351,A01636,FIS1,2,2025/2026,16,Aprovado,Recurso
I0017352,A01636,CONT,2,2024/2025,19,Aprovado,Normal
I0017353,A01636,MKTG,1,2025/2026,3,Reprovado,Especial
I0017354,A01636,GENE,1,2024/2025,7,Reprovado,Normal
I0017355,A01636,BDAD,2,2025/2026,4,Reprovado,Normal
I0017356,A01636,ALGA,2,2025/2026,,Não avaliado,Normal
I0017357,A01636,DWHS,1,2024/2025,19,Aprovado,Recurso
I0017358,A01637,ESTA,1,2023/2024,17,Aprovado,Recurso
I0017359,A01637,SINA,1,2023/2024,,Não avaliado,Normal
I0017360,A01637,ANAC,2,2024/2025,14,Aprovado,Normal
I0017361,A01637,MACR,2,2023/2024,,Não avaliado,Recurso
I0017362,A01637,ALGA,2,2025/2026,13,Aprovado,Normal
I0017363,A01637,DWHS,1,2025/2026,10,Aprovado,Normal
I0017364,A01637,FIS2,1,2025/2026,,Não avaliado,Normal
I0017365,A01637,FIS1,2,2025/2026,16,Aprovado,Normal
I0017366,A01637,MKTG,1,2024/2025,7,Reprovado,Normal
I0017367,A01637,CALC,1,2024/2025,,Não avaliado,Recurso
I0017368,A01637,GENE,1,2024/2025,2,Reprovado,Normal
I0017369,A01637,ESTG,2,2024/2025,0,Reprovado,Normal
I0017370,A01638,BDAD,1,2024/2025,7,Reprovado,Normal
I0017371,A01638,SINA,2,2023/2024,17,Aprovado,Normal
I0017372,A01638,GENE,1,2023/2024,3,Reprovado,Recurso
I0017373,A01638,BIAR,2,2024/2025,,Não avaliado,Especial
I0017374,A01638,MACR,2,2023/2024,15,Aprovado,Normal
I0017375,A01638,FIS2,2,2024/2025,17,Aprovado,Normal
I0017376,A01638,PROG,2,2024/2025,19,Aprovado,Normal
I0017377,A01638,SOFT,1,2025/2026,14,Aprovado,Normal
I0017378,A01638,BIOC,1,2024/2025,10,Aprovado,Normal
I0017379,A01638,CONT,1,2022/2023,18,Aprovado,Normal
I0017380,A01639,PROJ,2,2025/2026,16,Aprovado,Normal
I0017381,A01639,EDUC,1,2025/2026,18,Aprovado,Especial
I0017382,A01639,ALGA,1,2025/2026,18,Aprovado,Normal
I0017383,A01639,SINA,2,2023/2024,18,Aprovado,Normal
I0017384,A01639,SOFT,1,2023/2024,5,Reprovado,Recurso
I0017385,A01639,GENE,1,2020/2021,15,Aprovado,Normal
I0017386,A01639,ING1,1,2023/2024,15,Aprovado,Normal
I0017387,A01639,TRAD,2,2025/2026,,Não avaliado,Normal
I0017388,A01639,SEMI,2,2024/2025,19,Aprovado,Normal
I0017389,A01639,FINA,2,2024/2025,13,Aprovado,Normal
I0017390,A01639,ESTG,1,2020/2021,16,Aprovado,Normal
I0017391,A01639,CONT,2,2021/2022,,Não avaliado,Normal
I0017392,A01640,SOFT,2,2025/2026,6,Reprovado,Normal
I0017393,A01640,BIAR,2,2025/2026,8,Reprovado,Normal
I0017394,A01640,REDES,1,2025/2026,15,Aprovado,Normal
I0017395,A01640,TRAD,2,2025/2026,20,Aprovado,Recurso
I0017396,A01640,DWHS,1,2025/2026,5,Reprovado,Normal
I0017397,A01640,DSCI,1,2025/2026,,Não avaliado,Recurso
I0017398,A01640,ESTG,2,2025/2026,9,Reprovado,Normal
I0017399,A01640,ING1,1,2025/2026,11,Aprovado,Recurso
I0017400,A01640,FINA,1,2025/2026,14,Aprovado,Normal
I0017401,A01641,BIAR,1,2025/2026,15,Aprovado,Recurso
I0017402,A01641,FINA,1,2025/2026,,Não avaliado,Normal
I0017403,A01641,SOFT,2,2025/2026,14,Aprovado,Normal
I0017404,A01641,MLAB,1,2025/2026,,Não avaliado,Especial
I0017405,A01641,PROJ,1,2025/2026,,Não avaliado,Normal
I0017406,A01641,ING1,1,2025/2026,11,Aprovado,Recurso
I0017407,A01641,PROG,1,2025/2026,19,Aprovado,Normal
I0017408,A01641,GENE,2,2025/2026,8,Reprovado,Normal
I0017409,A01641,MKTG,1,2025/2026,12,Aprovado,Normal
I0017410,A01641,BDAD,2,2025/2026,14,Aprovado,Normal
I0017411,A01641,BIOC,2,2025/2026,15,Aprovado,Especial
I0017412,A01642,TRAD,2,2022/2023,16,Aprovado,Normal
I0017413,A01642,BDAD,2,2025/2026,0,Reprovado,Normal
I0017414,A01642,MICR,1,2025/2026,,Não avaliado,Normal
I0017415,A01642,PROJ,2,2022/2023,18,Aprovado,Normal
I0017416,A01642,PSIC,2,2025/2026,13,Aprovado,Normal
I0017417,A01642,ESTG,1,2023/2024,12,Aprovado,Normal
I0017418,A01642,DWHS,1,2022/2023,,Não avaliado,Recurso
I0017419,A01642,FIS1,2,2024/2025,13,Aprovado,Recurso
I0017420,A01642,CALC,2,2023/2024,20,Aprovado,Recurso
I0017421,A01642,PROG,2,2024/2025,7,Reprovado,Recurso
I0017422,A01643,GENE,1,2024/2025,13,Aprovado,Normal
I0017423,A01643,ING1,1,2025/2026,11,Aprovado,Especial
I0017424,A01643,MACR,2,2025/2026,20,Aprovado,Recurso
I0017425,A01643,MLAB,1,2024/2025,20,Aprovado,Normal
I0017426,A01643,DWHS,2,2024/2025,14,Aprovado,Normal
I0017427,A01643,CALC,2,2024/2025,20,Aprovado,Normal
I0017428,A01643,PSIC,2,2025/2026,,Não avaliado,Recurso
I0017429,A01643,PROJ,2,2024/2025,17,Aprovado,Recurso
I0017430,A01643,ESTA,1,2025/2026,15,Aprovado,Normal
I0017431,A01644,ESTG,1,2023/2024,11,Aprovado,Normal
I0017432,A01644,DSCI,1,2025/2026,7,Reprovado,Normal
I0017433,A01644,ESTA,2,2024/2025,8,Reprovado,Recurso
I0017434,A01644,SINA,2,2023/2024,3,Reprovado,Recurso
I0017435,A01644,ALGA,1,2025/2026,18,Aprovado,Normal
I0017436,A01644,EDUC,2,2023/2024,,Não avaliado,Normal
I0017437,A01644,DWHS,1,2023/2024,11,Aprovado,Recurso
I0017438,A01644,PROG,2,2023/2024,3,Reprovado,Recurso
I0017439,A01644,MKTG,2,2025/2026,17,Aprovado,Normal
I0017440,A01644,MICR,1,2022/2023,17,Aprovado,Normal
I0017441,A01644,QUIM,1,2023/2024,13,Aprovado,Normal
I0017442,A01645,GENE,2,2023/2024,,Não avaliado,Normal
I0017443,A01645,TRAD,2,2025/2026,1,Reprovado,Normal
I0017444,A01645,MLAB,2,2023/2024,17,Aprovado,Normal
I0017445,A01645,PROJ,1,2021/2022,0,Reprovado,Normal
I0017446,A01645,ING1,2,2024/2025,12,Aprovado,Recurso
I0017447,A01645,PSIC,1,2021/2022,20,Aprovado,Especial
I0017448,A01645,FIS1,1,2024/2025,8,Reprovado,Normal
I0017449,A01645,QUIM,1,2024/2025,14,Aprovado,Normal
I0017450,A01645,CALC,2,2023/2024,10,Aprovado,Normal
I0017451,A01645,ANAC,1,2025/2026,18,Aprovado,Recurso
I0017452,A01645,REDES,2,2022/2023,2,Reprovado,Normal
I0017453,A01645,PROG,2,2021/2022,18,Aprovado,Recurso
I0017454,A01645,ALGA,1,2022/2023,4,Reprovado,Recurso
I0017455,A01645,ESTG,1,2022/2023,,Não avaliado,Normal
I0017456,A01645,MACR,1,2025/2026,,Não avaliado,Normal
I0017457,A01646,TRAD,2,2025/2026,6,Reprovado,Especial
I0017458,A01646,FINA,1,2024/2025,14,Aprovado,Normal
I0017459,A01646,BIAR,1,2025/2026,11,Aprovado,Normal
I0017460,A01646,PROJ,2,2024/2025,11,Aprovado,Normal
I0017461,A01646,FIS2,2,2025/2026,4,Reprovado,Normal
I0017462,A01646,FIS1,1,2024/2025,4,Reprovado,Normal
I0017463,A01646,ANAC,1,2024/2025,20,Aprovado,Normal
I0017464,A01646,SINA,2,2025/2026,20,Aprovado,Recurso
I0017465,A01647,FIS2,2,2024/2025,12,Aprovado,Normal
I0017466,A01647,SINA,1,2024/2025,3,Reprovado,Especial
I0017467,A01647,BIAR,2,2025/2026,16,Aprovado,Normal
I0017468,A01647,PSIC,2,2024/2025,,Não avaliado,Normal
I0017469,A01647,BDAD,1,2025/2026,19,Aprovado,Recurso
I0017470,A01647,SEMI,1,2025/2026,18,Aprovado,Recurso
I0017471,A01647,GENE,1,2025/2026,12,Aprovado,Normal
I0017472,A01647,ANAC,1,2024/2025,20,Aprovado,Normal
I0017473,A01647,SOFT,2,2025/2026,5,Reprovado,Recurso
I0017474,A01647,MLAB,1,2024/2025,9,Reprovado,Normal
I0017475,A01647,MACR,2,2024/2025,10,Aprovado,Normal
I0017476,A01647,CALC,2,2024/2025,7,Reprovado,Normal
I0017477,A01647,ALGA,1,2025/2026,13,Aprovado,Normal
I0017478,A01648,SINA,1,2025/2026,10,Aprovado,Normal
I0017479,A01648,BIOC,2,2025/2026,19,Aprovado,Normal
I0017480,A01648,BDAD,1,2025/2026,9,Reprovado,Normal
I0017481,A01648,CALC,1,2025/2026,12,Aprovado,Normal
I0017482,A01648,SEMI,2,2025/2026,,Não avaliado,Normal
I0017483,A01648,ESTG,2,2025/2026,14,Aprovado,Normal
I0017484,A01648,ALGA,2,2025/2026,13,Aprovado,Normal
I0017485,A01648,REDES,1,2025/2026,10,Aprovado,Normal
I0017486,A01648,ESTA,1,2025/2026,14,Aprovado,Recurso
I0017487,A01648,DSCI,2,2025/2026,16,Aprovado,Normal
I0017488,A01648,ING1,1,2025/2026,19,Aprovado,Normal
I0017489,A01648,MACR,2,2025/2026,,Não avaliado,Recurso
I0017490,A01649,MACR,1,2025/2026,15,Aprovado,Normal
I0017491,A01649,QUIM,1,2022/2023,13,Aprovado,Normal
I0017492,A01649,BIOC,1,2025/2026,1,Reprovado,Recurso
I0017493,A01649,MICR,1,2022/2023,3,Reprovado,Normal
I0017494,A01649,GENE,1,2021/2022,11,Aprovado,Normal
I0017495,A01649,SEMI,2,2023/2024,19,Aprovado,Normal
I0017496,A01649,ESTG,2,2022/2023,15,Aprovado,Normal
I0017497,A01649,ING1,2,2025/2026,12,Aprovado,Normal
I0017498,A01649,ANAC,1,2023/2024,14,Aprovado,Normal
I0017499,A01649,ALGA,1,2023/2024,18,Aprovado,Normal
I0017500,A01649,SOFT,1,2024/2025,15,Aprovado,Especial
I0017501,A01649,MKTG,2,2025/2026,11,Aprovado,Recurso
I0017502,A01650,PROJ,1,2023/2024,6,Reprovado,Recurso
I0017503,A01650,BIAR,2,2020/2021,,Não avaliado,Recurso
I0017504,A01650,MACR,1,2021/2022,,Não avaliado,Normal
I0017505,A01650,MICR,2,2022/2023,2,Reprovado,Especial
I0017506,A01650,TRAD,1,2020/2021,,Não avaliado,Recurso
I0017507,A01650,DWHS,1,2023/2024,,Não avaliado,Normal
I0017508,A01650,SOFT,1,2023/2024,,Não avaliado,Normal
I0017509,A01650,BDAD,1,2021/2022,,Não avaliado,Normal
I0017510,A01650,FINA,1,2021/2022,,Não avaliado,Especial
I0017511,A01650,ESTG,1,2021/2022,,Não avaliado,Normal
I0017512,A01650,PROG,2,2025/2026,8,Reprovado,Especial
I0017513,A01650,EDUC,2,2023/2024,15,Aprovado,Recurso
I0017514,A01650,DSCI,2,2021/2022,1,Reprovado,Recurso
I0017515,A01650,ESTA,1,2021/2022,4,Reprovado,Normal
I0017516,A01651,CONT,1,2022/2023,18,Aprovado,Normal
I0017517,A01651,CALC,1,2025/2026,16,Aprovado,Recurso
I0017518,A01651,GENE,2,2024/2025,15,Aprovado,Recurso
I0017519,A01651,EDUC,1,2025/2026,3,Reprovado,Normal
I0017520,A01651,DSCI,1,2024/2025,2,Reprovado,Normal
I0017521,A01651,SOFT,2,2023/2024,10,Aprovado,Normal
I0017522,A01651,ESTA,1,2025/2026,18,Aprovado,Normal
I0017523,A01651,BIAR,2,2022/2023,19,Aprovado,Recurso
I0017524,A01651,TRAD,2,2024/2025,6,Reprovado,Normal
I0017525,A01651,ALGA,2,2023/2024,11,Aprovado,Normal
I0017526,A01652,PROJ,2,2024/2025,1,Reprovado,Normal
I0017527,A01652,BIOC,1,2024/2025,,Não avaliado,Recurso
I0017528,A01652,ESTA,1,2025/2026,14,Aprovado,Recurso
I0017529,A01652,ANAC,1,2024/2025,8,Reprovado,Recurso
I0017530,A01652,MACR,2,2024/2025,20,Aprovado,Normal
I0017531,A01652,DSCI,1,2024/2025,10,Aprovado,Recurso
I0017532,A01652,REDES,1,2024/2025,0,Reprovado,Normal
I0017533,A01652,PSIC,2,2025/2026,3,Reprovado,Normal
I0017534,A01653,BIOC,2,2023/2024,16,Aprovado,Normal
I0017535,A01653,SOFT,1,2023/2024,7,Reprovado,Normal
I0017536,A01653,QUIM,1,2025/2026,11,Aprovado,Normal
I0017537,A01653,DWHS,2,2025/2026,15,Aprovado,Especial
I0017538,A01653,ANAC,1,2021/2022,2,Reprovado,Normal
I0017539,A01653,PROG,2,2021/2022,15,Aprovado,Normal
I0017540,A01653,PROJ,1,2025/2026,12,Aprovado,Normal
I0017541,A01653,SEMI,2,2021/2022,,Não avaliado,Normal
I0017542,A01653,CALC,2,2024/2025,19,Aprovado,Normal
I0017543,A01653,BDAD,2,2025/2026,18,Aprovado,Normal
I0017544,A01654,ING1,2,2024/2025,8,Reprovado,Especial
I0017545,A01654,MKTG,1,2025/2026,10,Aprovado,Recurso
I0017546,A01654,REDES,2,2024/2025,6,Reprovado,Especial
I0017547,A01654,FIS1,2,2025/2026,19,Aprovado,Normal
I0017548,A01654,DSCI,1,2025/2026,16,Aprovado,Normal
I0017549,A01654,ANAC,2,2024/2025,13,Aprovado,Normal
I0017550,A01654,EDUC,1,2025/2026,,Não avaliado,Normal
I0017551,A01654,TRAD,1,2025/2026,13,Aprovado,Recurso
